paleoData_pastName,paleoData_pastId,lipdName,synonym,paleoData_isAssemblage,paleoData_datum,paleoData_summaryStatistic,paleoData_measurementMaterial,paleoData_inferredMaterial,paleoData_method,paleoData_isPrimary,Freq,definition
diatom ratio,3529,diatomRatio,diatomRatio,,,,,,,,,
total dinocysts,3259,dinocyst,flux_dino,,,,,,,,1,
dolomite,990,dolomite,% Dolomite,,,,,,,,1,
dolomite,990,dolomite,dolo-wt%,,,,,,,,,
missing,missing,dryBulkDensity,dbd,,,,,,,,2,
missing,missing,dryBulkDensity,dry_bd,,,,,,,,1,
missing,missing,dryBulkDensity,dryBulkDensity,,,,,,,,1,
missing,missing,dryBulkDensity,EstDryBD,,,,,,,,1,
missing,missing,epsilonC28C22,Epsilon C28-C22,,,,,,,,1,
missing,missing,epsilonC28C22,Epsilon28-22,,,,,,,,1,
duration unit,278,duration,yearsPerSample,,,years per sample,,,,,1,
duration unit,278,duration,duration,,,,,,,,1,
dust,867,dust,dust,,,,,,,,9,
dust,867,dust,DMAR,,Flux,,,,,,3,
dust,867,dust,dustFlux,,Flux,,,,,,2,
dust,867,dust,0.50_quantile_dust_flux,,Flux,quantile 50,,,,,1,
ecosystem index,4940,DWHI,DWHI,,,,,,,,6,https://doi.org/10.1016/S0034-6667(02)00195-1 eq1
precipitation minus evaporation,2312,effectivePrecipitation,effectiveMoisture,,,,,,,,1,
precipitation minus evaporation,2312,effectivePrecipitation,Moisture_index,,,,,,,,9,
precipitation minus evaporation,2312,effectivePrecipitation,waterBalance,,,,,,,,9,
collection elevation,537,elevation,elevation sample,,,,sample,,,,9,
collection elevation,537,elevation,elevation a.s.l.,,,,,,,,2,
collection elevation,537,elevation,elevation,,,,,,,,1,
El Niño event,2301,ElNinoEvent,ENSO_events,,,,,ENSO events,,,1,
expressed population signal,2359,EPS,EPS,,,,,,,,173,
missing,missing,epsilonC28C24,Epsilon C28-C24,,,,,,,,1,
missing,missing,epsilonC29C23,Epsilon C29-C23,,,,,,,,1,
missing,missing,Eu/Zr,Eu/Zr-z,,,,,,,,1,
missing,missing,event,event,,,,,,,,1,
equilibrium line altitude,2303,equilibriumLineAltitude,ELA,,,,,,,,3,
equilibrium line altitude,2303,equilibriumLineAltitude,ELA_alt,,,,,,,,1,
missing,missing,facies,lithology,,,,,,,,2,
missing,missing,facies,Facies,,,,,,,,2,
event layer,2233,eventLayer,layer,,,,,,,,1,
event layer,2233,eventLayer,layer_type,,,,type,,,,1,
missing,missing,facies,lithologic unit,,,,,,,,1,
missing,missing,flood,M-flood,,,,M,flood,,,1,
missing,missing,flood,M-flood 200 yr avg,,,200 yr average,M,flood,,,1,
iron,285,Fe,Fe,,,,,,,,8,
iron,285,Fe,Fe peak area,,,area,,,peak area,,2,
iron,285,Fe,FeProp,,,prop,,,prop,,2,
iron/aluminum,2416,Fe/Al,Fe/Al,,,,,,,,1,
,,Eukieffe,Eukieffe,TRUE,,,,,,,1,
,,euplank,euplank,TRUE,,,,,,,1,
iron/calcium,1637,Fe/Ca,Fe/Ca,,,,,,,,1,
iron/calcium,1637,Fe/Ca,ln(Fe/Ca),,,ln,,,,,1,
,,F_curta_gp,F_curta_gp_,TRUE,,,,,,,1,
,,Fir,Fir,TRUE,,,,,,,1,
iron/calcium,1637,Fe/Ca,FeCa_log,,,log,,,,,,
iron/calcium,1637,Fe/Ca,FeCa,,,,,,,,,
iron/calcium,1637,Fe/Ca,log(Fe/Ca),,,log,,,,,,
iron/potassium,3785,Fe/K,Fe/K,,,,,,,,1,
,,Fragilariopsis,Fragilariopsis,TRUE,,,,,,,1,
,,Freshwater_planktic,Freshwater_planktic,TRUE,,,,,,,1,
iron/potassium,3785,Fe/K,ln(Fe/K),,,ln,,,,,,
iron/manganese,1638,Fe/Mn,Fe/Mn,,,,,,,,1,
iron(III) oxide,1663,Fe2O3,Fe2O3,,,,,,,,1,
feldspar group,992,feldspar,feldspar,,,,,,,,1,
,,Foraminifera,G.sacculifer,TRUE,,,G. sacculifer,,,,1,
missing,missing,flood,M-flood 30 yr sum,,,30 yr average,M,flood,,,1,
missing,missing,flood,P-flood,,,,P,flood,,,1,
missing,missing,flood,P-flood 200 yr avg,,200 year average,,P,flood,,,1,
missing,missing,flood,P-flood 30 yr sum,,30 yr sum,,P,flood,,,1,
missing,missing,flood,floods,,,,,,,,13,
missing,missing,GDGT-0/Cren,GDGT-0/Cren,,,,,,,,1,
missing,missing,glacierCoverage,glacierCoverage,,,,,,,,1,
,,hemidiscusCuneiformis,Hemidiscus cuneiformis,TRUE,,,,,,,1,
,,hemidiscusCuneiformis,Hemidiscus_cuneiformis,TRUE,,,,,,,1,
fluorine,870,fluorine,F_,,,,,,,,1,
,,Heterotr,Heterotr,TRUE,,,,,,,1,
fluorine,870,fluorine,F,,,,,,,,2,
foraminifer,1778,foraminifera,Foram,,,,,,,,1,
gamma radiation,1619,gamma,gamma,,,,,,,,1,
glycerol dialkyl glycerol tetraether,1103,GDGT,brGDGT,,,,,,,,5,
missing,missing,hasGap,hasGap,,,,,,,,3,
missing,missing,hasHiatus,hasHiatus,,,,,,,,74,Is there a hiatus at this level
Globigerinoides ruber,2621,globigerinoidesRuber,Gruber,,,,,,,,1,
Globigerinoides bulloides,3149,globigerinoidesBulloides,G. bulloides,,,,,,,,1,
grain size,1233,grainSize,<4 um,,,<4 um,,,,,1,
grain size,1233,grainSize,>63 um,,,>63 um,,,,,1,
grain size,1233,grainSize,GrainSizeMode,,,mode,,,,,1,
grain size,1233,grainSize,D50,,,median,,,,,1,
grain size,1233,grainSize,<2 um,,<2 um,,,,,,1,
grain size,1233,grainSize,<2um,,<2 um,,,,,,1,
grain size,1233,grainSize,Grain size mean,,,mean,,,,,1,
,,DiacyprisCompacta,DiacyprisCompacta,TRUE,,,,,,,1,
grain size,1233,grainSize,<16 μm,,,,<16 μm,,,,,
grain size,1233,grainSize,250-31 um,,,,250-31 um,,,,,
grain size,1233,grainSize,63-4 um,,,,63-4 um,,,,1,
grayscale,548,grayscale,grayscale,,,,,,,,1,
grayscale,548,grayscale,grayscale20lp_detrended,,,,,,,,1,
grayscale,548,grayscale,grey_scale,,,,,,,,1,
growing degree days,1386,growing degree days,GDD5,,,5,,,,,182,
growth rate,547,growthRate,GrowthRate,,,,,,,,1,
missing,missing,hasHiatus,hasHiatusComposite,,,composite,,,,,15,
missing,missing,hole,hole,,,,,,,,1,
missing,missing,isReliable,ReliabIeYN1,,,,,,,,60,
missing,missing,isReliable,reliable,,,,,,,,54,
humidification index,2129,humidificationIndex,HumidificationIndex,,,,,,,,3,
humidification index,2129,humidificationIndex,HIndex,,,,,,,,1,
humidification index,2129,humidificationIndex,Hindex,,,,H,,,,1,
ice melt,4951,iceMelt,melt,,,,,,,,3,
ice melt,4951,iceMelt,ice_melt_fraction,,,fraction,,,,,1,
ice melt,4951,iceMelt,meltLayerFrequency,,,frequency,melt layers,,,,1,
ice melt,4951,iceMelt,meltLayers,,,,melt layers,,,,1,
ice rafted debris,1544,iceRaftedDebris,IRD,,,,,,,,2,
incoherent:coherent scattering,3720,inc/coh,Inc/Coh,,,,,,,,1,
organic compound index,3954,RAN15,RAN15,,,,RAN15,,,,1,
statistical variable,1101,index,PLS-1,,,,,,PLS-1,,1,
statistical variable,1101,index,PLS-2,,,,,,PLS-2,,1,
statistical variable,1101,index,SM/IlliteChlorite,,,,SM/IlliteChlorite,,,,1,
ice proxy with 25 carbon atoms,2493,IP25,IP25_flux,,,,,,flux,,6,
isothermal remanent magnetization,1085,IRM,irm,,,,,,,,1,
isothermal remanent magnetization,1085,IRM,IRM_softFlux,,,,,,soft flux,,1,
missing,missing,isReliable,ReliabIeYN2,,,,,,,,13,
missing,missing,isReliable,reliable 1,,,,,,,,1,
missing,missing,isReliable,reliable 2,,,,,,,,1,
missing,missing,isReliable,reliable_1,,,,,,,,1,
missing,missing,isReliable,reliable_2,,,,,,,,1,
missing,missing,isReliable,reliable_3,,,,,,,,1,
missing,missing,isReliable,reliable_4,,,,,,,,1,
,,A. octonarius,A_octonarius,TRUE,,,,,,,1,
,,A. tabularis,A_tabularis,TRUE,,,,,,,1,
,,A. octonarius,A. octonarius,TRUE,,,,,,,1,
missing,missing,isReliable,Reliable?,,,,,,,,1,
missing,missing,JulianDay,JulianDay,,,,,,,,1,
missing,missing,K37,K37,,,,,,,,1,
Intertropical Convergence Zone index,1000118,ITCZ,ITCZ_index,,,,,ITCZ,,,1,
missing,missing,K37,K37s,,,,,,,,1,
potassium/aluminum,2422,K/Al,K/Al,,,,,,,,1,
potassium/aluminum,2422,K/Al,ln(K/Al),,,ln,,,,,1,
potassium oxide,1666,K2O,K2O,,,,,,,,1,
missing,missing,lakeTrend,lakeTrend,,,,,,,,347,
missing,missing,lakeVolume,lakeVolume,,,,,,,,1,
lanthanum,286,La,ppm La,,,,,,,,1,
lake area,4050,lakeArea,lakeArea,,,,,,,,1,
,,actinocyclusOctonarius,Actinocyclus_octonarius,TRUE,,,,,,,1,
,,actinoptychus,Actinoptychus,TRUE,,,,,,,1,
,,actinoptychus,Actinoptychus spp.,TRUE,,,,,,,1,
,,Actinoptychus_and_Paralia,Actinoptychus_and_Paralia,TRUE,,,,,,,1,
,,Actinoptychus spp.,Actinoptychus_spp.,TRUE,,,,,,,1,
lake level,2137,lakeLevel,depth.lake,,surface,,,,,,2,
lake level,2137,lakeLevel,lakeStatus,,,,,,,,347,
lake level,2137,lakeLevel,lakeLevelRelative,,relative,,,,,,154,
lake level,2137,lakeLevel,lakeLevel,,,,,,,,112,
lake level,2137,lakeLevel,LakeDepth,,surface,,,,,,1,
lake level,2137,lakeLevel,LakeLevel_cm_,,,,,,,,1,
lake level,2137,lakeLevel,Lake Level,,,,,,,,1,
lake level,2137,lakeLevel,Lake Level a.s.l.,,a.s.l.,,,,,,1,
manganese/iron,1013,Mn/Fe,MnFe,,,,,,,,,
missing,missing,Mn/Mo,Mn/Mo,,,,,,,,1,
manganese/titanium,1640,Mn/Ti,MnTi,,,,,,,,,
missing,missing,N/C,N/C,,,,,,,,1,
ecosystem quantity,4934,landscapeCover,OpenVegetation___,,,,,open vegetation,,,1,
latitude,453,latitude,latitude sample,,,,sample,,,,9,
latitude,453,latitude,latitude,,,,,,,,1,
layer thickness,603,layerThickness,eventLayerThick,,,,,,,,1,
layer thickness,603,layerThickness,Fld lay thick,,,,,,,,1,
layer thickness,603,layerThickness,Flood lay (annual),,,,,,,,1,
layer thickness,603,layerThickness,Flood lay (fall),,,,,,,,1,
layer thickness,603,layerThickness,Flood lay (spring),,,,,,,,1,
layer thickness,603,layerThickness,Flood lay (summer),,,,,,,,1,
layer thickness,603,layerThickness,Flood lay (winter),,,,,,,,1,
layer thickness,603,layerThickness,floodLayThick,,,,,,,,1,
,,Ailanthus,Ailanthus,TRUE,,,,,,,1,
,,Dictyocha_acueata,Dictyocha_acueata,TRUE,,,,,,,1,
missing,missing,N/C,NC,,,,,,,,1,
layer thickness,603,layerThickness,debrisLayThick,,,,debris layer,,,,1,
,,Anadenanthera,Anadenanthera,TRUE,,,,,,,1,
layer thickness,603,layerThickness,Lamina_thickness,,,,lamina,,,,1,
layer thickness,603,layerThickness,LaminaThickenss,,,,lamina,,,,1,
long-chain diol index,5705,LDI,LDI,,,,,,,,2,
grain size,1233,lithics,%_lithics,,,percent,lithics,,,,1,
grain size,1233,lithics,Lithic Flux,,,flux,lithics,,,,1,
grain size,1233,lithics,Lithics,,,,lithics,,,,1,
loss on ignition,703,LOI,LOI550,,,,,550,,,10,
loss on ignition,703,LOI,LOI950,,,,,950,,,10,
loss on ignition,703,LOI,LOI,,,,,,,,10,
longitude,454,longitude,longitude sample,,,,sample,,,,9,
,,Artemesia,Artemesia,TRUE,,,,,,,1,
,,ArtemisiaCount,ArtemisiaCount,TRUE,,,,,,,1,
longitude,454,longitude,longitude,,,,,,,,1,
mass per area per time unit,4704,MAR,MAR,,,,,,,,3,
mass per area per time unit,4704,MAR,Bulk MAR,,,,Bulk,,,,1,
mass per area per time unit,4704,MAR,bulkMAR,,,,,,,,1,
mass per area per time unit,4704,MAR,CordMAR,,,,,,,,1,
,,Az. tabularis,Az. tabularis,TRUE,,,,,,,1,
,,Azpeitia nodulifer,Azpeitia nodulifer,TRUE,,,,,,,1,
mass per area per time unit,4704,MAR,Mo MAR (ug/cm2/ky),,,,,,,,1,
mass per area per time unit,4704,MAR,massacum,,,,,,,,1,
reconstruction material,4857,material,Material,,,,,,,,1,
methylation index of branched tetraethers,1683,MBT,MBT,,,,,,,,5,
methylation index of branched tetraethers,1683,MBT,MBT',,,,,,,,1,
methylation index of branched tetraethers,1683,MBT,MBT'5Me,,,,5 Me,,,,1,
magnesium,891,Mg,Mg,,,,,,,,5,
magnesium,891,Mg,% Mg,,,,,,,,1,
magnesium,891,Mg,%Mg,,,,,,,,1,
,,BorealShrubs,BorealShrubs,TRUE,,,,,,,1,
,,BorealTrees,BorealTrees,TRUE,,,,,,,1,
magnesium,891,Mg,detrendMg,,,,,,,,1,
magnesium,891,Mg,Mg__,,,,,,,,1,
magnesium,891,Mg,MgDetrended,,,detrended,,,,,1,
magnesium/calcium,4392,Mg/Ca,mgca_pachyderma,,,,pachyderma,,,,12,
magnesium/calcium,4392,Mg/Ca,mgca_bulloides,,,,bulloides,,,,10,
magnesium/calcium,4392,Mg/Ca,mgca_dutertrei,,,,dutertrei,,,,4,
magnesium/calcium,4392,Mg/Ca,mgca_sacculifer,,,,sacculifer,,,,4,
magnesium/calcium,4392,Mg/Ca,mgca_inflata,,,,,,,,3,
magnesium/calcium,4392,Mg/Ca,mgca_ruber_lato,,,,,,,,3,
magnesium/calcium,4392,Mg/Ca,mgca_ruber_pink,,,,,,,,3,
magnesium/calcium,4392,Mg/Ca,mgca_ruber_stricto,,,,,,,,3,
magnesium/calcium,4392,Mg/Ca,mgca_crassaformis,,,,crassaformis,,,,2,
magnesium/calcium,4392,Mg/Ca,mgca_obliquiloculata,,,,obliquiloculata,,,,2,
magnesium/calcium,4392,Mg/Ca,mgca_pachyderma_d,,,,pachyderma_d,,,,2,
magnesium/calcium,4392,Mg/Ca,CDR3_MgCa,,,,,,CDR3,,1,
magnesium/calcium,4392,Mg/Ca,Mg/Ca Raw,,,,,,,,1,
magnesium/calcium,4392,Mg/Ca,MgCa,,,,,,,,1,
magnesium/calcium,4392,Mg/Ca,mgca_truncatulinoides,,,,truncatulinoides,,,,1,
magnesium/calcium,4392,Mg/Ca,NdutertreiMg/Ca,,,,Ndutertrei,,,,1,
magnesium/calcium,4392,Mg/Ca,Mg/Ca,,,,,,,,66,
magnesium/calcium,4392,Mg/Ca,mgca_ruber,,,,ruber,,,,52,
magnesium/calcium,4392,Mg/Ca,Mg_Ca,,,,,,,,27,
magnesium/calcium,4392,Mg/Ca,log_MgCa,,,log,,,,,,
magnesium/calcium,4392,Mg/Ca,planktic.MgCa,,,,plaktic,,,,24,
magnesium oxide,307,MgO,MgO,,,,,,,,1,
identified mineral,1001,mineralogy,mineral_flux,,,flux,,,,,2,
identified mineral,1001,mineralogy,mineralogy,,,,,,,,256,
identified mineral,1001,mineralogy,mineralogyComposite,,,composite,,,,,50,
manganese,287,Mn,Mn,,,,,,,,3,
manganese,287,Mn,ppm Mn,,,,,,,,1,
manganese,287,Mn,% Mn,,,,,,,,1,
manganese/iron,1013,Mn/Fe,Mn/Fe,,,,,,,,1,
,,needsToBeChanged,aridity,,,,,,,,1,
manganese oxide,1668,MnO,MnO,,,,,,,,1,
molybdenum,897,Mo,Mo,,,,,,,,2,
molybdenum,897,Mo,Mo_xs,,,,,,,,1,
molybdenum,897,Mo,ppm Mo,,,,,,,,1,
magnetic susceptibility,1793,MS,MS,,,,,,,,20,
magnetic susceptibility,1793,MS,Avg_MS,,,mean,,,,,1,
magnetic susceptibility,1793,MS,AVG_MS_DRS1_2A_3_2B_4,,,mean,,,,,1,
magnetic susceptibility,1793,MS,MassMagSus,,,,,,,,1,
magnetic susceptibility,1793,MS,SI,,,,,,,,1,
magnetic susceptibility,1793,MS,Magnetic Susceptibility,,,,,,,,,
latewood density,1573,MXD,MXD,,,,,,,,55,
,,needsToBeChanged,d13o_pachyderma,,,,pachyderma,,,,1,
,,needsToBeChanged,distance,,,,,,,,1,
sodium oxide,1670,Na2O,Na2O,,,,,,,,1,
,,needsToBeChanged,10%max,,,,,,,,2,
,,needsToBeChanged,10%min,,,,,,,,2,
,,needsToBeChanged,20%max,,,,,,,,2,
nickel,899,Ni,ppm Ni,,,,,,,,1,
nitrate,971,nitrate,nitrate,,,,,,,,4,
nitrogen,1014,nitrogen,N,,,,,,,,5,
nitrate,971,NO3,NO3_,,,,,,,,1,
notes,1483,notes,entityName,,,,,,,,50,
notes,1483,notes,notes,,,,,,,,20,
notes,1483,notes,Commentregardingreliability1,,,,,,reliability note,,16,
notes,1483,notes,CommentRegardingReliability,,,,,,reliability note,,6,
notes,1483,notes,Commentregardingreliability2,,,,,,reliability note,,3,
notes,1483,notes,BSi_regime,,,,,,,,1,
notes,1483,notes,BSI_regime,,,,,,,,1,
notes,1483,notes,CodeName,,,,,,,,1,
notes,1483,notes,color,,,,,,,,1,
notes,1483,notes,Commentregardingreliability3,,,,,,reliability note,,1,
notes,1483,notes,Commentregardingreliability4,,,,,,reliability note,,1,
notes,1483,notes,note,,,,,,,,1,
notes,1483,notes,repeats,,,,,repeats,,,1,
notes,1483,notes,Reworked,,,,,reworked sediment,,,1,
notes,1483,notes,notes_C5,,,,C5,,,,1,
organic carbon,995,organicCarbon,C_organic_flux,,,flux,,,,,1,
organic carbon,995,organicCarbon,Corg dens,,,density,,,,,1,
,,hygrophytes,Hygrophytes,TRUE,,,,,,,1,
organic carbon,995,organicCarbon,Acc Rate TOC,,,flux,,,,,1,
organic matter,1551,organicMatter,OM,,,,,,,,11,
organic matter,1551,organicMatter,organic,,,,,,,,2,
organic matter,1551,organicMatter,%_tom,,,,,,,,1,
organic matter,1551,organicMatter,OM dens,,,density,,,,,1,
,,needsToBeChanged,20%min,,,,,,,,2,
oxygen,1016,oxygen,%O,,,,,,,,1,
P-aqueous,1000103,Paq,Paq,,,,,,,,3,
lead,758,Pb,ppm Pb,,,,,,,,1,
empirical orthogonal function,1368,PC1,PC1,,,,,,principal components,,7,
empirical orthogonal function,1368,PC1,droughtIndex (PC1),,,,,drought PC1,,,1,
empirical orthogonal function,1368,PC1,P1,,,,,,,,1,
empirical orthogonal function,1368,PC1,PC1gs,,,,,,,,1,
empirical orthogonal function,1368,PC1,PCA1,,,,,,,,1,
empirical orthogonal function,1368,PC1,Hz-ic1,,,,,,,,,
empirical orthogonal function,1368,PC2,Hz-ic2,,,,,,,,,
empirical orthogonal function,1368,PC3,Hz-ic3,,,,,,,,,
empirical orthogonal function,1368,PC4,Hz-ic4,,,,,,,,,
empirical orthogonal function,1368,PC5,Hz-ic5,,,,,,,,,
empirical orthogonal function,1368,PC6,Hz-ic6,,,,,,,,,
empirical orthogonal function,1368,PC2,PC2,,,,,,,,2,
empirical orthogonal function,1368,PC2,PCA2,,,,,,,,1,
empirical orthogonal function,1368,PC3,PC3,,,,,,,,1,
peat,1623,peat,Peat,,,,,,,,2,
peat,1623,peat,peatFlux,,,,,,flux,,1,
ecosystem quantity,4934,percent,WoodyCover___,,,,,Woody Cover,,,1,
pH,569,pH,pH,,,,,,,,2,
pH,569,pH,pHsoil,,,,,,,,2,
pH,569,pH,soilPH,,,,,soil,,,1,
phosphorus,1018,phosphorus,%P,,,,,,,,1,
,,needsToBeChanged,30%max,,,,,,,,2,
,,needsToBeChanged,30%min,,,,,,,,2,
,,needsToBeChanged,50%max,,,,,,,,2,
,,needsToBeChanged,50%min,,,,,,,,2,
,,needsToBeChanged,80%max,,,,,,,,2,
potassium,911,potassium,K_,,,,,,,,1,
potassium,911,potassium,K,,,,,,,,7,
potassium,911,potassium,KProp,,,prop,,,,,2,
potassium,911,potassium,%K,,,,,,,,1,
potassium,911,potassium,% K,,,,,,,,1,
potassium,911,potassium,K peak area,,,,,,peak area,,1,
phosphorus/calcium,754,P/Ca,P/Ca,,,,,,,,,
precipitation,560,precipitation,Pannom,,,anomaly,,,,,2,
precipitation,560,precipitation,precipitation,,,,,,,,12889,
precipitation,560,precipitation,Panom,,,anomaly,,,,,19,
precipitation,560,precipitation,Precipitation,,,,,,,,9,
precipitation,560,precipitation,MAP,,,"mean, annual",,,,,4,
precipitation,560,precipitation,P,,,,,,,,1,
precipitation,560,precipitation,precip51yr,,,51 year average,,,,,1,
precipitation,560,precipitation,precip5yr,,,5 year average,,,,,1,
precipitation,560,precipitation,precipitation (with H-set),,,,,,,,1,
precipitation,560,precipitation,precipobs,,,,,,,,1,
precipitation,560,precipitation,Summer precipitation,,,,,,,,1,
precipitation,560,precipitation,Annual Precipitation,,,,,,,,1,
precipitation,560,precipitation,Summer Precipitation,,,,,,,,1,
precipitation,560,precipitation,Winter Precipitation,,,,,,,,1,
precipitation,560,precipitation,Precip,,,,,,,,,
productivity,3293,productivity,productivity,,,,,,,,15,
pyrite,2467,pyrite,pyrite,,,,,,,,1,
quartz,4379,quartz,quartz,,,,,,,,1,
,,needsToBeChanged,80%min,,,,,,,,2,
,,needsToBeChanged,C170x2D28,,,,,,,,2,
,,needsToBeChanged,calibrated,,,,,,,,2,
,,needsToBeChanged,CI,,,,,,,,2,
,,CIA,CIA,,,,,,,,2,
,,CIA,chemical index of alteration,,,,,,,,,
rubidium,913,Rb,Rb,,,,,,,,3,
rubidium,913,Rb,Rb peak area,,,,,,peak area,,1,
87Rb/86Sr,2430,Rb87/Sr86,Rb/Sr,,,,Rb/Sr,,,,2,
,,Chaetoceros spores,Chaetoceros spores,TRUE,,,,,,,1,
,,Chaetoceros_spores,Chaetoceros_spores,TRUE,,,,,,,1,
,,Chaoboru,Chaoboru,TRUE,,,,,,,1,
average correlation coefficient,2358,RBAR,RBar,,,,,,,,173,
,,Chenopodiacaeae,Chenopodiacaeae,TRUE,,,,,,,1,
,,Chenopodiaceae,Chenopodiaceae,TRUE,,,,,,,1,
,,chironomid,Chironom,TRUE,,,,,,,1,
,,Chironomid_C,Chironomid_C,TRUE,,,,,,,1,
reflectance,1005,reflectance,blueIntensity,,,,blue light intensity,,,,1,
reflectance,1005,reflectance,redness,,,,red light,,,,1,
reflectance,1005,reflectance,reflectance,,,,,,,,3,
reflectance,1005,reflectance,Brightness,,,,,,,,1,
reflectance,1005,reflectance,X_radiograph_dark_layer,,,,,,,,1,
reflectance,1005,reflectance,L,,,,,,,,,
reflectance,1005,reflectance,red_color_intensity_units,,,,red light,,,,1,
,,rejected,rejected,,,,,,,,,
relative humidity,2314,relativeHumidity,RH,,,,,,,,1,
residual chronology method,1592,residualChronology,residual,,,,,,,,173,
ring width,3639,ringWidth,trsgi,,,,,,,,381,
ring width,3639,ringWidth,ringWidth,,,,,,,,123,
ring width,3639,ringWidth,TRW,,,,,,,,1,
salinity,4396,salinity,salinity,,,,,,,,19,
salinity,4396,salinity,SAUG,,,,,August seawater,,,3,
salinity,4396,salinity,SETE,,,,,summer seawater,,,3,
salinity,4396,salinity,SFEV,,,,,February seawater,,,3,
salinity,4396,salinity,SHIV,,,,,winter seawater,,,3,
salinity,4396,salinity,logSalinity,,,log,,,,,1,
salinity,4396,salinity,sss,,,,,,,,1,
salinity,4396,salinity,SSS,,,,,,,,,
count,704,sampleCount,sampleCount,,,,,,,,174,
,,Compositeae,Compositeae,TRUE,,,,,,,1,
,,conc_dino,conc_dino,TRUE,,,,,,,1,
count,704,sampleCount,num_samples,,,,,,,,1,
sample identification,1482,sampleID,Sample,,,,,,,,1,
sample identification,1482,sampleID,sisalSampleID,,,,,,,,256,
sample identification,1482,sampleID,sisalSampleIDComposite,,,composite,,,,,50,
sample identification,1482,sampleID,OriginalSampleID,,,,,,Original,,44,
sample identification,1482,sampleID,sampleID,,,,,,,,25,
sample identification,1482,sampleID,Sample ID,,,,,,,,10,
,,Corynone,Corynone,TRUE,,,,,,,1,
,,Coscinodiscus_spp.,Coscinodiscus spp.,TRUE,,,,,,,1,
,,Coscinodiscus_large,Coscinodiscus_large,TRUE,,,,,,,1,
,,Coscinodiscus_spp.,Coscinodiscus_spp.,TRUE,,,,,,,1,
sample identification,1482,sampleID,plotName,,,,,,plot name,,9,
sample identification,1482,sampleID,label,,,,,,,,4,
sample identification,1482,sampleID,ID,,,,,,,,3,
sample identification,1482,sampleID,Lab ID,,,,,,,,2,
,,cloudiness,oktas_r,,,,,,,,,
,,Cricotop,Cricotop,TRUE,,,,,,,1,
,,Cyclotella_spp.,Cyclotella spp.,TRUE,,,,,,,1,
,,Cyclotella_spp.,Cyclotella_spp,TRUE,,,,,,,1,
,,Cyclotella_spp.,Cyclotella_spp.,TRUE,,,,,,,1,
sample identification,1482,sampleID,sample_code,,,,,,,,2,
,,D_aff_D_aculeata,D_aff_D_aculeata,TRUE,,,,,,,1,
,,D_aspinosa,D_aspinosa,TRUE,,,,,,,1,
,,D_calida,D_calida,TRUE,,,,,,,1,
,,D_calida_ampliata,D_calida_ampliata,TRUE,,,,,,,1,
,,D_perlaevis,D_perlaevis,TRUE,,,,,,,1,
,,D_stapedia,D_stapedia,TRUE,,,,,,,1,
sample identification,1482,sampleID,sampleNumber,,,,,,,,2,
sample identification,1482,sampleID,DateID,,,,,,,,1,
sample identification,1482,sampleID,Lab Code,,,,,,,,1,
sample identification,1482,sampleID,sambleID,,,,,,,,1,
sample identification,1482,sampleID,Sample interval,,,,,,,,1,
sample identification,1482,sampleID,Sample label,,,,,,,,1,
sample identification,1482,sampleID,sample_number,,,,,,,,1,
sample identification,1482,sampleID,sampleIDa,,,,,,,,1,
sample identification,1482,sampleID,sampleIDb,,,,,,,,1,
sample identification,1482,sampleID,sampleIDc,,,,,,,,1,
,,Dc_stapedia_aspinosa,Dc_stapedia_aspinosa,TRUE,,,,,,,1,
sample identification,1482,sampleID,samples,,,,,,,,1,
sample identification,1482,sampleID,smapleID,,,,,,,,1,
sample identification,1482,sampleID,sample # in section,,,,,,,,1,
sample identification,1482,sampleID,Sample Label,,,,,,,,1,
,,Delphineis,Delphineis,TRUE,,,,,,,1,
sample identification,1482,sampleID,sample,,,,,,,,,
sand,1537,sand,sand,,,,,,,,5,
sand,1537,sand,%_sand,,,percent,,,,,1,
sand,1537,sand,x_Sand,,,,,,,,1,
sand,1537,sand,Sand,,,,,,,,1,
scandium,915,Sc,ppm Sc,,,,,,,,1,
sea ice cover,2317,seaIce,IMON1953,,,,,,,,3,
sea ice cover,2317,seaIce,seaIce,,,,,,,,1,
sea ice cover,2317,seaIce,Sea_Ice_conc,,,concentration,,,,,12,
sea ice cover,2317,seaIce,Sea_Ice_months,,,months,,,,,12,
,,needsToBeChanged,CMT,,,,,,,,2,
,,needsToBeChanged,CT,,,,,,,,2,
,,needsToBeChanged,JulT-eSEP,,,,,,,,2,
,,needsToBeChanged,Laminae,,,,,,,,2,
,,needsToBeChanged,PPexp,,,,,,,,2,
,,needsToBeChanged,RRA,,,,,,,,2,
,,needsToBeChanged,tempSource,,,,,,,,2,
,,needsToBeChanged,TSAR5pt,,,,,,,,2,
redimentation rate,1007,sedimentationRate,sedRate,,,,,,,,3,
redimentation rate,1007,sedimentationRate,sed rate,,,,,,,,1,
redimentation rate,1007,sedimentationRate,Mean Sedim rate,,,,,,,,1,
redimentation rate,1007,sedimentationRate,Sedim rate,,,,,,,,1,
dry sediment,1502,sedimentDry,clastic,,,,,,,,1,
dry sediment,1502,sedimentDry,clastic_flux,,,flux,,,,,1,
dry sediment,1502,sedimentDry,mass dry,,,,,,weight,,1,
,,needsToBeChanged,water,,,,,,,,2,
,,needsToBeChanged,WMT,,,,,,,,2,
